String,Applicant,Website,Location,Region,Primary Contact,Email,IDN?,A-Label,English Meaning,Script Code,Community?,Geographic?,Application ID
KRD,KRG Department of Information Technology,http://www.krgit.org,IQ,AP,Mr. Botan Mahmoud Osman,botan.osman@krg.org,--,--,--,--,--,--,1-1260-38811
KRED,KredTLD Pty Ltd,,AU,AP,Michael Rodenbaugh,kredtld@rodenbaugh.com,--,--,--,--,--,--,1-1707-1944
KSB,KSB Aktiengesellschaft,http://www.ksb.com/,DE,EUR,Mr. Jannik Skou,ksb@thomsentrampedach.com,--,--,--,--,--,--,1-984-8485
KUOKGROUP,Kerry Trading Co. Limited,,HK,AP,Ms. Amy Sook Yee Wong,awong@kuokgroup.com,--,--,--,--,--,--,1-928-30883
KYKNET,Electronic Media Network Limited (M-Net),http://www.mnet.co.za,ZA,AF,Gretchen Olive,cscngtlds2@cscinfo.com,--,--,--,--,--,--,1-1901-94916
KYOTO,Academic Institution: Kyoto Jyoho Gakuen,http://www.kcg.edu/,JP,AP,Mr. Jacob Williams,j_williams@kcg.ac.jp,--,--,--,--,--,Yes,1-1716-31099
LACAIXA,CAIXA D'ESTALVIS I PENSIONS DE BARCELONA,http://www.lacaixa.com,ES,EUR,Mr. Amadeu Abril i Abril,amadeu-newTLDs@abril.cat,--,--,--,--,--,--,1-1835-20716
LADBROKES,LADBROKES INTERNATIONAL PLC,http://www.ladbrokesplc.com,GI,EUR,Joanne Elizabeth Johnson,joe.johnson@ladbrokes.co.uk,--,--,--,--,--,--,1-1823-86614
LAMBORGHINI,Automobili Lamborghini S.p.A.,http://www.lamborghini.com,IT,EUR,Mr. Thomas Schell,tschell@indeca.de,--,--,--,--,Yes,--,1-1261-2722
LAMER,ELC Online Inc.,http://elcompanies.com,US,NA,Gretchen Olive,cscngtlds18@cscinfo.com,--,--,--,--,--,--,1-1964-45137
LANCASTER,LANCASTER,,FR,EUR,Mr. Thomas TCHEN,thomas@lancaster.fr,--,--,--,--,--,--,1-854-19943
LANCIA,"Fiat S.p.A. (""società per azioni"")",http://www.fiatspa.com,IT,EUR,Gretchen Olive,cscngtlds48@cscinfo.com,--,--,--,--,--,--,1-2070-21096
LANCOME,L'Oréal,http://www.loreal.com,FR,EUR,Mr. Georges-Edouard DIAS,gedias@loreal.com,--,--,--,--,--,--,1-1301-74397
LAND,"Pine Moon, LLC",,US,NA,Daniel Schindler,pinemoon@donuts.co,--,--,--,--,--,--,1-1525-41533
LANDROVER,Land Rover,http://www.landrover.com,GB,EUR,Robert Stuart Carr,rcarr21@jaguarlandrover.com,--,--,--,--,--,--,1-2032-73816
LANXESS,LANXESS Corporation,http://lanxess.us/,US,NA,Ms. Nancy Chapman,nchapman@partridgeiplaw.com,--,--,--,--,--,--,1-1754-39601
LASALLE,Jones Lang LaSalle Incorporated,http://www.joneslanglasalle.com,US,NA,Gretchen Olive,jllnewgtlds@cscinfo.com,--,--,--,--,--,--,1-1250-96768
LAT,ECOM-LAC Federaciòn de Latinoamèrica y el Caribe para Internet y el Comercio Electrònico,http://www.ecomlac.org,UY,LAC,Mr. Anthony Ronald Harris,harris@cabase.org.ar,--,--,--,--,--,--,1-943-512
LATINO,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Mr. Antony Van Couvering,Tas.Minds.Machines.6@gmail.com,--,--,--,--,--,--,1-1038-32393
LATINO,Dish DBS Corporation,http://www.dish.com,US,NA,Gretchen Olive,cscngtlds27@cscinfo.com,--,--,--,--,--,--,1-2008-77299
LATROBE,La Trobe University,http://www.latrobe.edu.au,AU,AP,Mr. david Alexander hird,david.hird@ngtld.webcentral.com.au,--,--,--,--,--,--,1-2074-51517
LAW,Dotmaker Inc.,http://www.radixregistry.com,AE,AP,Mr. Brijesh Harish Joshi,dotlaw@radixregistry.com,--,--,--,--,--,--,1-1055-21389
LAW,Silver Registry Limited,,GI,EUR,Mr. Geir Andreas Rasmussen,icanntas11@famousfourmedia.com,--,--,--,--,--,--,1-1183-17612
LAW,NU DOT CO LLC,,US,NA,Jose Ignacio Rasco,r@straat.co,--,--,--,--,--,--,1-1296-62922
LAW,"Corn Dynamite, LLC",,US,NA,Daniel Schindler,corndynamite@donuts.co,--,--,--,--,--,--,1-1523-55821
LAW,Merchant Law Group LLP,,CA,NA,Mr. Brendon James Ralfe,bralfe@merchantlaw.com,--,--,--,--,--,--,1-875-2472
LAW,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Mr. Antony Van Couvering,tas.minds.machines@gmail.com,--,--,--,--,--,--,1-927-20582
LAWYER,"Atomic Station, LLC",,US,NA,Daniel Schindler,atomicstation@donuts.co,--,--,--,--,--,--,1-1531-96078
LAWYER,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Mr. Antony Van Couvering,tas.minds.machines@gmail.com,--,--,--,--,--,--,1-927-4468
LDS,"IRI Domain Management, LLC (""Applicant"")",http://notapplicable.info,US,NA,Mr. Richard Shawn Gunnarson,sgunnarson@kmclaw.com,--,--,--,--,Yes,--,1-1098-21368
LEASE,"Victor Trail, LLC",,US,NA,Daniel Schindler,victortrail@donuts.co,--,--,--,--,--,--,1-1540-49920
LECLERC,A.C.D. LEC Association des Centres Distributeurs Edouard Leclerc,http://www.mouvement-leclerc.com,FR,EUR,Ms. Segolene Russel,tas-leclerc@prodomaines.com,--,--,--,--,Yes,--,1-1251-68491
LEFRAK,"LeFrak Organization, Inc.",http://lefrak.com,US,NA,Charles James Karazia,Charles.Karazia@ngtld.webcentral.com.au,--,--,--,--,--,--,1-1907-30970
LEGAL,"Blue Falls, LLC",,US,NA,Daniel Schindler,bluefalls@donuts.co,--,--,--,--,--,--,1-1536-79233
LEGAL,PRIMER NIVEL S.A.,http://www.1ernivel.co,PA,LAC,Mr. GERARDO ARISTIZABAL,aristizabal@mi.com.co,--,--,--,--,--,--,1-917-16797
LEGO,LEGO Juris A/S,http://www.LEGO.com,DK,EUR,Ms. Mette Merete Andersen,mmandersen@LEGO.com,--,--,--,--,--,--,1-1795-41858
LEXUS,TOYOTA MOTOR CORPORATION,http://www.toyota.co.jp,JP,AP,Mr. Mitsuaki Nakagawa,nakagawa_19@brights.jp,--,--,--,--,--,--,1-1717-84290
LGBT,Afilias Limited,,IE,EUR,John Kane,jkane@afilias.info,--,--,--,--,--,--,1-868-8822
LIAISON,"Liaison Technologies, Incorporated",http://www.liaison.com,US,NA,Mr. Joshua Bourne,bourne.lt@fairwindspartners.com,--,--,--,--,--,--,1-1904-8749
LIDL,Schwarz Domains und Services GmbH & Co. KG,,DE,EUR,Mr. Max Killinger,max.killinger@sbg.de,--,--,--,--,--,--,1-1123-60314
LIFE,"Trixy Oaks, LLC",,US,NA,Daniel Schindler,trixyoaks@donuts.co,--,--,--,--,--,--,1-1535-64595
LIFE,"Xiamen 35.com Technology Co.,Ltd",http://www.35.com,CN,AP,Ms. Hongxia Yu,gtld@35.cn,--,--,--,--,--,--,1-1861-18909
LIFE,CompassRose.Life Inc.,,CA,NA,Mr. Antony Van Couvering,tas.minds.machines@gmail.com,--,--,--,--,--,--,1-927-66189
LIFEINSURANCE,American Council of Life Insurers,http://www.acli.com,US,NA,Joshua Bourne,bourne.ac@fairwindspartners.com,--,--,--,--,--,--,1-1160-79590
LIFESTYLE,"Lifestyle Domain Holdings, Inc.",,US,NA,Matthew Russotti,mrussotti@wolfe-sbmc.com,--,--,--,--,--,--,1-1326-24715
LIGHTING,"John McCook, LLC",,US,NA,Daniel Schindler,johnmccook@donuts.co,--,--,--,--,--,--,1-1539-6233
LIKE,Amazon EU S.à r.l.,http://www.amazon.com/,LU,EUR,Ms. Lorna Jean Gradden,lorna.gradden.am1@valideus.com,--,--,--,--,--,--,1-1316-52467
LILLY,Eli Lilly and Company,http://www.lilly.com,US,NA,Joshua Bourne,bourne.ly@fairwindspartners.com,--,--,--,--,--,--,1-1018-57217
LIMITED,"Big Fest, LLC",,US,NA,Daniel Schindler,bigfest@donuts.co,--,--,--,--,--,--,1-1542-96415
LIMO,"Hidden Frostbite, LLC",,US,NA,Daniel Schindler,hiddenfrostbite@donuts.co,--,--,--,--,--,--,1-1543-47454
LINCOLN,Ford Motor Company,http://www.ford.com,US,NA,Mr. David William Taylor,dw.taylor@hoganlovells.com,--,--,--,--,--,--,1-1666-99781
LINDE,Linde Aktiengesellschaft,http://www.linde.com,DE,EUR,Mr. Marcus Georg Stegmiller,marcus.stegmiller@linde.com,--,--,--,--,--,--,1-1793-71500
LINK,"Uniregistry, Corp.",http://www.uniregistry.com,KY,EUR,Bret Alan Samuel Fausett,bret@internet.pro,--,--,--,--,--,--,1-855-72194
LIPSY,Lipsy Ltd,http://www.lipsy.co.uk,GB,EUR,Mr. Richard Anthony Palmer,rapalmer@lipsy.co.uk,--,--,--,--,--,--,1-1319-371
LIVE,Microsoft Corporation,http://www.microsoft.com,US,NA,Ms. Cynthia Ruth Kern,tlddom@microsoft.com,--,--,--,--,--,--,1-1129-83871
LIVE,"Half Woods, LLC",,US,NA,Daniel Schindler,halfwoods@donuts.co,--,--,--,--,--,--,1-1545-55209
LIVE,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact9@google.com,--,--,--,--,--,--,1-1680-95108
LIVESTRONG,Lance Armstrong Foundation,http://www.livestrong.org,US,NA,Mr. Travis Rimel,travis.rimel@livestrong.org,--,--,--,--,--,--,1-2090-26288
LIVING,"Lifestyle Domain Holdings, Inc.",,US,NA,Matthew Russotti,mrussotti@wolfe-sbmc.com,--,--,--,--,--,--,1-1326-92909
LIVING,"Outer Way, LLC",,US,NA,Daniel Schindler,outerway@donuts.co,--,--,--,--,--,--,1-1547-37710
LIXIL,JS Group Corporation,http://www.jsgc.co.jp,JP,AP,Mr. Mitsuaki Nakagawa,nakagawa_16@brights.jp,--,--,--,--,--,--,1-969-63512
LLC,myLLC GmbH,http://www.myLLC.info,DE,EUR,John Kane,Jkane1@afilias.info,--,--,--,--,--,--,1-1013-43904
LLC,"Top Level Design, LLC",,US,NA,Mr. Raymond King,raymondking@gmail.com,--,--,--,--,--,--,1-1086-42934
LLC,NU DOT CO LLC,,US,NA,Jose Ignacio Rasco,r@straat.co,--,--,--,--,--,--,1-1296-44333
LLC,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact7@google.com,--,--,--,--,--,--,1-1417-41320
LLC,"Foggy North, LLC",,US,NA,Daniel Schindler,foggynorth@donuts.co,--,--,--,--,--,--,1-1546-93002
LLC,"LLC Registry, LLC",,US,NA,Joshua Bourne,bourne.in@fairwindspartners.com,--,--,--,--,--,--,1-1692-61931
LLC,Afilias Limited,,IE,EUR,John Kane,jkane@afilias.info,--,--,--,--,--,--,1-868-65445
LLC,Dot Registry LLC,,US,NA,Ms. Tess Pattison-Wade,tpw5029@hotmail.com,--,--,--,--,Yes,--,1-880-17627
LLC,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Mr. Antony Van Couvering,tas.minds.machines@gmail.com,--,--,--,--,--,--,1-927-11663
LLP,myLLP GmbH,http://www.myLLP.info,DE,EUR,John Kane,Jkane1@afilias.info,--,--,--,--,--,--,1-1013-89480
LLP,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact6@google.com,--,--,--,--,--,--,1-1142-52922
LLP,"PLL Registry, LLC",,US,NA,Joshua Bourne,bourne.cp@fairwindspartners.com,--,--,--,--,--,--,1-1693-56810
LLP,Dot Registry LLC,,US,NA,Ms. Tess Pattison-Wade,tpw5029@hotmail.com,--,--,--,--,Yes,--,1-880-35508
LOAN,dot Loan Limited,,GI,EUR,Mr. Geir Andreas Rasmussen,icanntas41@famousfourmedia.com,--,--,--,--,--,--,1-1222-21097
LOANS,Dotserve Inc.,http://www.radixregistry.com,AE,AP,Mr. Brijesh Harish Joshi,dotloans@radixregistry.com,--,--,--,--,--,--,1-1065-49761
LOANS,"June Woods, LLC",,US,NA,Daniel Schindler,junewoods@donuts.co,--,--,--,--,--,--,1-1544-18264
LOCKER,Dish DBS Corporation,http://www.dish.com,US,NA,Gretchen Olive,cscngtlds32@cscinfo.com,--,--,--,--,--,--,1-2013-75702
LOCUS,Locus Analytics LLC,,US,NA,Mr. Sean David Sandys,sean@tyemill.com,--,--,--,--,--,--,1-1890-88961
LOFT,"Annco, Inc.",http://www.loft.com,US,NA,Michael Adams,madams2@mayerbrown.com,--,--,--,--,--,--,1-1161-52785
LOL,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact10@google.com,--,--,--,--,--,--,1-1681-93347
LOL,"Uniregistry, Corp.",http://www.uniregistry.com,KY,EUR,Bret Alan Samuel Fausett,bret@internet.pro,--,--,--,--,--,--,1-855-10958
LONDON,Dot London Domains Limited,http://www.londonandpartners.com/,GB,EUR,Ms. Julie Chappell,jchappell@londonandpartners.com,--,--,--,--,--,Yes,1-1252-62369
LOREAL,L'Oréal,http://www.loreal.com,FR,EUR,Mr. Georges-Edouard DIAS,gedias@loreal.com,--,--,--,--,--,--,1-1301-87539
LOTTE,"Lotte Holdings Co., Ltd.",http://www.lotte.co.jp,JP,AP,Mr. Nobuo Gendo,gendou@lotte.co.jp,--,--,--,--,--,--,1-1863-52010
LOTTO,Afilias Limited,,IE,EUR,John Kane,jkane@afilias.info,--,--,--,--,--,--,1-868-7904
LOVE,Sierra Registry Limited,http://www.famousfourmedia.com,GI,EUR,Mr. Geir Rasmussen,icanntas48@famousfourmedia.com,--,--,--,--,--,--,1-1230-19511
LOVE,Richemont DNS Inc.,http://www.richemont.com,CH,EUR,Ms. Lorna Gradden,lorna.gradden.ri@valideus.com,--,--,--,--,--,--,1-1253-49828
LOVE,"Hidden Cypress, LLC",,US,NA,Daniel Schindler,hiddencypress@donuts.co,--,--,--,--,--,--,1-1549-37731
LOVE,Charleston Road Registry Inc.,,US,NA,Ms. Sarah Falvey,tas-contact8@google.com,--,--,--,--,--,--,1-1678-55117
LOVE,"Uniregistry, Corp.",http://www.uniregistry.com,KY,EUR,Bret Alan Samuel Fausett,bret@internet.pro,--,--,--,--,--,--,1-855-55170
LOVE,Merchant Law Group LLP,,CA,NA,Mr. Brendon James Ralfe,bralfe@merchantlaw.com,--,--,--,--,--,--,1-875-6276
LOVE,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Mr. Antony Van Couvering,tas.minds.machines@gmail.com,--,--,--,--,--,--,1-927-91932
LPL,"LPL Holdings, Inc.",,US,NA,Ms. Peggy Ho,peggy.ho@lpl.com,--,--,--,--,--,--,1-1144-53270
LPLFINANCIAL,"LPL Holdings, Inc.",,US,NA,Ms. Peggy Ho,peggy.ho@lpl.com,--,--,--,--,--,--,1-1144-82616
LTD,myLTD GmbH,http://www.myLTD.info,DE,EUR,John Kane,Jkane1@afilias.info,--,--,--,--,--,--,1-1013-19866
LTD,NU DOT CO LLC,,US,NA,Jose Ignacio Rasco,r@straat.co,--,--,--,--,--,--,1-1296-16820
LTD,"Over Corner, LLC",,US,NA,Daniel Schindler,overcorner@donuts.co,--,--,--,--,--,--,1-1550-65638
LTD,"LTD Registry, LLC",,US,NA,Joshua Bourne,bourne.ld@fairwindspartners.com,--,--,--,--,--,--,1-1694-79399
LTD,C.V. TLDcare,,NL,EUR,Mr. Tacco Merlijn Marijnen,tmarijnen@tvision.nl,--,--,--,--,--,--,1-1714-80638
LTD,Afilias Limited,,IE,EUR,John Kane,jkane@afilias.info,--,--,--,--,--,--,1-868-84727
LTD,Dot Registry LLC,,US,NA,Ms. Tess Pattison-Wade,tpw5029@hotmail.com,--,--,--,--,--,--,1-880-44249
LTDA,DOMAIN ROBOT SERVICOS DE HOSPEDAGEM NA INTERNET LTDA,http://www.myLTDA.com.br,BR,LAC,John Kane,Jkane1@afilias.info,--,--,--,--,--,--,1-1013-35966
LUNDBECK,H. Lundbeck A/S,http://www.lundbeck.com,DK,EUR,Theis Svenning Kipling,tsvk@lundbeck.com,--,--,--,--,--,--,1-2077-4329
LUPIN,LUPIN LIMITED,http://www.lupinworld.com,IN,AP,Mr. Mayur Danait,mayurdanait@lupinpharma.com,--,--,--,--,--,--,1-1325-70178
LUXE,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Mr. Antony Van Couvering,Tas.Minds.Machines.4@gmail.com,--,--,--,--,--,--,1-1037-14905
LUXURY,"Luxury Partners, LLC",,US,NA,Monica Kirchner,monica.kirchner@mjconcepts.com,--,--,--,--,--,--,1-1265-36346
LUXURY,"Dash Tigers, LLC",,US,NA,Daniel Schindler,dashtigers@donuts.co,--,--,--,--,--,--,1-1551-91953
MACYS,"Macys, Inc.",http://www.macysinc.com,US,NA,Ms. Fawn Horvath,gtldfawnhorvath@macys.com,--,--,--,--,--,--,1-1790-19744
MADRID,Comunidad de Madrid,http://www.madrid.org,ES,EUR,Mr. Jose Martinez Nicolas,candidatura.madrid1@madrid.org,--,--,--,--,Yes,Yes,1-1742-48964
MAIF,Mutuelle Assurance Instituteur France (MAIF),http://www.maif.fr,FR,EUR,Beatrice Gueguiniat,beatrice.gueguiniat@maif.fr,--,--,--,--,--,--,1-1819-55314
MAIL,"Afilias Domains No. 2 Limited,",http://www.AfiliasDomains2.info,IE,EUR,John Kane,Jkane1@afilias.info,--,--,--,--,--,--,1-1013-47551
MAIL,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact2@google.com,--,--,--,--,--,--,1-1141-82929
MAIL,1&1 Mail & Media GmbH,http://www.web.de,DE,EUR,Mr. Thomas Keller,thomas.keller@1und1.de,--,--,--,--,--,--,1-1256-50020
MAIL,Amazon EU S.à r.l.,http://www.amazon.com/,LU,EUR,Ms. Lorna Jean Gradden,lorna.gradden.am1@valideus.com,--,--,--,--,--,--,1-1316-17384
MAIL,"Victor Dale, LLC",,US,NA,Daniel Schindler,victordale@donuts.co,--,--,--,--,--,--,1-1548-63140
MAIL,WhitePages TLD LLC,,US,NA,Jolene Marshall,jmarshall@whitepages.com,--,--,--,--,--,--,1-1906-88399
MAIL,"GMO Registry, Inc.",http://www.gmoregistry.com,JP,AP,Mr. Hirokatsu Ohigashi,newgtld@gmoregistry.com,--,--,--,--,--,--,1-890-53570
MAISON,"Victor Frostbite, LLC",,US,NA,Daniel Schindler,victorfrostbite@donuts.co,--,--,--,--,--,--,1-1552-8006
MAKEUP,L'Oréal,http://www.loreal.com,FR,EUR,Mr. Georges-Edouard Dias,Georges-Edouard.DIAS@loreal.com,--,--,--,--,--,--,1-1302-1511
MAN,MAN SE,,DE,EUR,Mr. Elmar Knipp,tas-p-man@knipp.de,--,--,--,--,--,--,1-1869-92391
MANAGEMENT,"John Goodbye, LLC",,US,NA,Daniel Schindler,johngoodbye@donuts.co,--,--,--,--,--,--,1-1555-40996
MANGO,PUNTO FA S.L.,http://www.mango.com,ES,EUR,Mr. Sergi Moreu Soler,mangogtld@ubilibet.com,--,--,--,--,--,--,1-1784-26967
MAP,United TLD Holdco Ltd.,http://unitedtld.com,KY,EUR,Mr. Jeffrey Eckhaus,hello@unitedtld.com,--,--,--,--,--,--,1-1255-71670
MAP,Amazon EU S.à r.l.,http://www.amazon.com/,LU,EUR,Ms. Lorna Jean Gradden,lorna.gradden.am1@valideus.com,--,--,--,--,--,--,1-1316-5335
MAP,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact7@google.com,--,--,--,--,--,--,1-1417-46480
MARKET,"Victor Way, LLC",,US,NA,Daniel Schindler,victorway@donuts.co,--,--,--,--,--,--,1-1553-52336
MARKETING,Tucows TLDs Inc.,http://www.tucowsinc.com,CA,NA,Ms. Sharon ORourke,sorourke@tucows.com,--,--,--,--,--,--,1-1171-71619
MARKETING,"Fern Pass, LLC",,US,NA,Daniel Schindler,fernpass@donuts.co,--,--,--,--,--,--,1-1557-30317
MARKETING,"Uniregistry, Corp.",http://www.uniregistry.com,KY,EUR,Bret Alan Samuel Fausett,bret@internet.pro,--,--,--,--,--,--,1-855-23003
MARKETS,IG Group Holdings PLC,http://www.iggroup.com,GB,EUR,Sharon Harris,sharon3@ngtld.webcentral.com.au,--,--,--,--,--,--,1-2042-29017
MARRIOTT,Marriott Worldwide Corporation,http://www.marriott.com/default.mi,US,NA,Mr. Joshua Bourne,bourne.mt@fairwindspartners.com,--,--,--,--,--,--,1-1242-18450
MARSHALLS,"The TJX Companies, Inc.",http://www.tjx.com,US,NA,Colleen Henschke,Colleen_Henschke@tjx.com,--,--,--,--,--,--,1-1764-97027
MASERATI,"Fiat S.p.A. (""società per azioni"")",http://www.fiatspa.com,IT,EUR,Gretchen Olive,cscngtlds49@cscinfo.com,--,--,--,--,--,--,1-2069-31888
MATRIX,L'Oréal,http://www.loreal.com,FR,EUR,Mr. Georges-Edouard DIAS,gedias@loreal.com,--,--,--,--,--,--,1-1301-37991
MATTEL,"Mattel Sites, Inc.",,US,NA,Philip Lodico,lodico.ma@fairwindspartners.com,--,--,--,--,--,--,1-2089-2530
MAYBELLINE,L'Oréal,http://www.loreal.com,FR,EUR,Mr. Georges-Edouard DIAS,gedias@loreal.com,--,--,--,--,--,--,1-1301-95720
MBA,"Your Dot Phd, Inc.",http://yourdotphd.com,US,NA,Ernie Thomas,ernie.thomas@gmail.com,--,--,--,--,--,--,1-1076-76766
MBA,"Lone Hollow, LLC",,US,NA,Mr. Daniel Schindler,lonehollow@donuts.co,--,--,--,--,--,--,1-1556-47497
MBA,Charleston Road Registry Inc.,,US,NA,Ms. Sarah Falvey,tas-contact8@google.com,--,--,--,--,--,--,1-1678-4292
MCD,McDonald’s Corporation,http://mcdonalds.com,US,NA,Eric William Gallender,Eric.Gallender@us.mcd.com,--,--,--,--,--,--,1-1787-49234
MCDONALDS,McDonald’s Corporation,http://mcdonalds.com,US,NA,Eric William Gallender,Eric.Gallender@us.mcd.com,--,--,--,--,--,--,1-1787-26554
MCKINSEY,"McKinsey Holdings, Inc.",http://www.mckinsey.com,US,NA,Gretchen Olive,mckinsey@cscinfo.com,--,--,--,--,--,--,1-1782-78035
MED,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact4@google.com,--,--,--,--,--,--,1-1139-2965
MED,HEXAP SAS,http://www.hexap.com,FR,EUR,Mr. Jerome Lipowicz,office@hexap.com,--,--,--,--,Yes,--,1-1192-28569
MED,DocCheck AG,,DE,EUR,Mr. Philip Stadtmann,philip.stadtmann@doccheck.com,--,--,--,--,Yes,--,1-1320-21500
MED,Medistry LLC,,US,NA,Mr. Brian David Johnson,bdj@secondgen.com,--,--,--,--,--,--,1-907-38758
MEDIA,Tucows TLDs Inc.,http://www.tucowsinc.com,CA,NA,Ms. Sharon ORourke,sorourke@tucows.com,--,--,--,--,--,--,1-1171-56570
MEDIA,"Grand Glen, LLC",,US,NA,Daniel Schindler,grandglen@donuts.co,--,--,--,--,--,--,1-1560-69674
MEDIA,"Uniregistry, Corp.",http://www.uniregistry.com,KY,EUR,Bret Alan Samuel Fausett,bret@internet.pro,--,--,--,--,--,--,1-855-44456
MEDICAL,"Steel Hill, LLC",,US,NA,Daniel Schindler,steelhill@donuts.co,--,--,--,--,--,--,1-1561-23663
MEET,Afilias Limited,,IE,EUR,John Kane,jkane@afilias.info,--,--,--,--,--,--,1-868-85241
MELBOURNE,"The Crown in right of the State of Victoria, represented by its Department of Business and Innovation",http://www.dbi.vic.gov.au,AU,AP,Ms. Cheryl Ann Hardy,cheryl.hardy@dbi.vic.gov.au,--,--,--,--,--,Yes,1-1918-10194
MEME,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact9@google.com,--,--,--,--,--,--,1-1680-9209
MEMORIAL,"Dog Beach, LLC",,US,NA,Daniel Schindler,dogbeach@donuts.co,--,--,--,--,--,--,1-1563-40885
MEMORIAL,"dotCOOL, Inc.",,US,NA,Brian Massie,brianmassie22@yahoo.com,--,--,--,--,--,--,1-2108-24342
MEMORIAL,Afilias Limited,,IE,EUR,John Kane,jkane@afilias.info,--,--,--,--,--,--,1-868-46640
MEN,Exclusive Registry Limited,,GI,EUR,Mr. Geir Andreas Rasmussen,icanntas30@famousfourmedia.com,--,--,--,--,--,--,1-1215-86537
MENU,"Wedding TLD2, LLC",,US,NA,Mr. Erik Ludwick,erik@whatbox.co,--,--,--,--,--,--,1-856-30202
MEO,PT Comunicacoes S.A.,http://www.telecom.pt,PT,EUR,Mr. Celso Martinho,celsomartinho8@gmail.com,--,--,--,--,--,--,1-1811-10837
MERCK,"Merck Registry Holdings, Inc.",,US,NA,Mr. Joshua Bourne,bourne.mk@fairwindspartners.com,--,--,--,--,--,--,1-1702-28003
MERCK,"Merck Registry Holdings, Inc.",,US,NA,Mr. Joshua Bourne,bourne.mk@fairwindspartners.com,--,--,--,--,Yes,--,1-1702-73085
MERCK,Merck KGaA,http://www.merckgroup.com,DE,EUR,Mr. Torsten Bettinger,bettinger@bettinger.de,--,--,--,--,Yes,--,1-980-7217
MERCKMSD,"MSD Registry Holdings, Inc.",,US,NA,Mr. Joshua Bourne,bourne.ms@fairwindspartners.com,--,--,--,--,--,--,1-1704-28482
METLIFE,"MetLife Services and Solutions, LLC",http://www.metlife.com,US,NA,Gretchen Olive,metnewgtlds@cscinfo.com,--,--,--,--,--,--,1-1774-89667
MIAMI,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Mr. Antony Van Couvering,Tas.Minds.Machines.8@gmail.com,--,--,--,--,--,Yes,1-1039-76209
MICROSOFT,Microsoft Corporation,http://www.microsoft.com,US,NA,Ms. Cynthia Ruth Kern,tlddom@microsoft.com,--,--,--,--,--,--,1-1129-74317
MIH,Myriad International Holdings B.V.,http://www.mih.com,NL,EUR,Gretchen Olive,mihholdnewgtlds@cscinfo.com,--,--,--,--,--,--,1-1770-66709
MII,"MiTek USA, Inc.",http://www.mii.com,US,NA,Mr. Michael Paul,mpaul@mii.com,--,--,--,--,--,--,1-1085-30851
MINI,Bayerische Motoren Werke Aktiengesellschaft,http://www.bmwgroup.com,DE,EUR,Mr. Jannik Skou,bmw@thomsentrampedach.com,--,--,--,--,--,--,1-938-68005
MINT,"Intuit Administrative Services, Inc.",,US,NA,Mr. Christopher Niemi,cniemi9@markmonitor.com,--,--,--,--,--,--,1-1509-35084
MIT,Massachusetts Institute of Technology,,US,NA,Mr. Thomas OKeefe,tokeefe@mit.edu,--,--,--,--,--,--,1-986-42582
MITEK,"MiTek USA, Inc.",http://www.mii.com,US,NA,Mr. Michael Paul,mpaul@mii.com,--,--,--,--,--,--,1-1085-77906
MITSUBISHI,Mitsubishi Corporation,http://www.mitsubishicorp.com,JP,AP,Mr. Mitsuaki Nakagawa,nakagawa_17@brights.jp,--,--,--,--,--,--,1-1195-88153
MLB,"MLB Advanced Media DH, LLC",,US,NA,Joshua Bourne,Bourne.ML@fairwindspartners.com,--,--,--,--,--,--,1-1246-40551
MLS,The Canadian Real Estate Association,http://www.crea.ca,CA,NA,Bill Harrington,bharrington@crea.ca,--,--,--,--,--,--,1-1828-26452
MLS,The Canadian Real Estate Association,http://www.crea.ca,CA,NA,Allison McLure,amclure@crea.ca,--,--,--,--,Yes,--,1-1888-47714
MLS,Afilias Limited,,IE,EUR,John Kane,jkane@afilias.info,--,--,--,--,--,--,1-868-71271
MMA,MMA IARD,http://www.mma.fr,FR,EUR,Mr. Matthieu Credou,tas-mma@afnic.fr,--,--,--,--,Yes,--,1-1727-80321
MNET,Electronic Media Network Limited (M-Net),http://www.mnet.co.za,ZA,AF,Gretchen Olive,mihmnetnewgtlds@cscinfo.com,--,--,--,--,--,--,1-1779-67877
MOBILE,Amazon EU S.à r.l.,http://www.amazon.com/,LU,EUR,Ms. Lorna Jean Gradden,lorna.gradden.am1@valideus.com,--,--,--,--,--,--,1-1316-6133
